temp,atemp,humidity,windspeed,casual,registered,count,hour,date,temp_ws_ratio,humidity_ws_ratio
1.0,0.9849481104817075,-0.06494877090121011,-0.01785200986134679,0.46709706412013263,0.31857128033739074,0.3944536449672518,0.14542966952632894,0.015550536847226643,0.5121401115456793,-0.01839432797762702
0.9849481104817075,1.0,-0.04353570908255623,-0.057473002328198214,0.46206653642600143,0.3146353862742616,0.38978443662697554,0.14034255042922417,0.011866304197924516,0.5074580539912714,-0.008815653261106431
-0.06494877090121011,-0.04353570908255623,1.0,-0.3186069915712832,-0.34818689928736407,-0.26545786846975766,-0.31737147887659584,-0.2780113850017025,-0.011335084302423993,0.097587967962408,0.49537696216730587
-0.01785200986134679,-0.057473002328198214,-0.3186069915712832,1.0,0.09227618851750036,0.09105166181919734,0.10136947021033216,0.14663127847239985,0.03615669937910649,-0.18856833217259966,-0.26766409162200283
0.46709706412013263,0.46206653642600143,-0.34818689928736407,0.09227618851750036,1.0,0.49724968508700884,0.6904135653286754,0.30204540185141987,0.014108702415542,0.18265869476433264,-0.1696968084763193
0.31857128033739074,0.3146353862742616,-0.26545786846975766,0.09105166181919734,0.49724968508700884,1.0,0.9709481058098266,0.3805397261993907,0.019110636853569698,0.11663925787322348,-0.136357589919045
0.3944536449672518,0.38978443662697554,-0.31737147887659584,0.10136947021033216,0.6904135653286754,0.9709481058098266,1.0,0.40060119414684714,0.01982577734237381,0.14763243148578228,-0.16049871439248095
0.14542966952632894,0.14034255042922417,-0.2780113850017025,0.14663127847239985,0.30204540185141987,0.3805397261993907,0.40060119414684714,1.0,0.0011324307680456273,0.03280725493057906,-0.14395813167564933
0.015550536847226643,0.011866304197924516,-0.011335084302423993,0.03615669937910649,0.014108702415542,0.019110636853569698,0.01982577734237381,0.0011324307680456273,1.0,0.022874357359475433,0.009742881402799384
0.5121401115456793,0.5074580539912714,0.097587967962408,-0.18856833217259966,0.18265869476433264,0.11663925787322348,0.14763243148578228,0.03280725493057906,0.022874357359475433,1.0,0.7081592590751902
-0.01839432797762702,-0.008815653261106431,0.49537696216730587,-0.26766409162200283,-0.1696968084763193,-0.136357589919045,-0.16049871439248095,-0.14395813167564933,0.009742881402799384,0.7081592590751902,1.0
